Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Cotas Subordinadas Júnior,Subordinada,03/10/2024,Não identificada na extração offline,,,"R$1.000,00",,,,,evento de cota,751969_regulamento_regulamento_751969_2024-10-03.pdf · ID 751969 · 03/10/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Cotas Seniores”) e cotas da subclasse subordinada mezanino (“ Co,Sênior,11/10/2024,Não identificada na extração offline,,,"R$ 140.250.000,00",,"ES NECESSÁRIAS AO ATENDIMENTO ÀS NORMAS EMANADAS PELA CVM E PELA ASSOCIAÇÃO BRASILEIRA DAS ENTIDADES DOS MERCADOS FINANCEIROS E DE CAPITAIS – ANBIMA. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER, DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS – FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUAL…","ES NECESSÁRIAS AO ATENDIMENTO ÀS NORMAS EMANADAS PELA CVM E PELA ASSOCIAÇÃO BRASILEIRA DAS ENTIDADES DOS MERCADOS FINANCEIROS E DE CAPITAIS – ANBIMA. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER, DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS – FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUAL…",,emissão,761740_emissao_emissao_761740_2024-10-11.pdf · ID 761740 · 11/10/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,2ª Série,,29/05/2025 09:00,Não identificada na extração offline,,,"R$ 39.000.000,00",,,,"ão; (c) Preço de Emissão: R$1.000,00 (mil reais) por Cota (“Preço de Emissão”); (d) Distribuição Parcial e Valor Mínimo da Oferta: Não será admitida a distribuição parcial das Cotas Seniores da 2ª Série e das Cotas Subordinadas Mezanino da 2ª Emissão. Na hipótese de não distribuição da integralidade das Cotas durante o Prazo de Distribuição , a Oferta será cancelada , hipótese em que a Administradora comunicar á ime…",evento de cota,925293_assembleia_assembleia_925293_2025-05-29.pdf · ID 925293 · 29/05/2025 09:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,COTAS SENIORES DA 2ª (SEGUNDA) SÉRIE,Sênior,12/06/2025,Não identificada na extração offline,,,"R$ 45.000.000,00",,"TE DA CVM, GARANTIA DE VERACIDADE DAS INFORMAÇÕES PRESTADAS OU JULGAMENTO SOBRE A QUALIDADE DO FUNDO, BEM COMO SOBRE AS COTAS A SEREM DISTRIBUÍDAS. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER , DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUALQ…","TE DA CVM, GARANTIA DE VERACIDADE DAS INFORMAÇÕES PRESTADAS OU JULGAMENTO SOBRE A QUALIDADE DO FUNDO, BEM COMO SOBRE AS COTAS A SEREM DISTRIBUÍDAS. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER , DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUALQ…","rorrogação, revogação ou modificação da Oferta, o cronograma poderá ser alterado. Quaisquer comunicados ou anúncios relativos à Oferta serão disponibilizados na rede mundial de computadores da Administrador, do Gestor, do Coordenador Líder, da CVM e da B3, nos termos previstos no artigo 13 da Resolução CVM 160.Considera o prazo máximo de 180 (cento e oitenta) dias, contados da presente data, para subscrição ou aquis…",emissão,938043_emissao_emissao_938043_2025-06-12.pdf · ID 938043 · 12/06/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,2ª Série,,30/06/2025 09:00,Não identificada na extração offline,,,"R$ 39.000.000,00",,"022, conforme alterada. Não será admitida a distribuição parcial das Cotas Seniores da 2ª Série no âmbito da Oferta. Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 2ª Série. Sobretaxa Sênior: 1,60% a.a. (um inteiro e sessenta centésimos por cento ao ano). Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores da 2ª Série serã…","022, conforme alterada. Não será admitida a distribuição parcial das Cotas Seniores da 2ª Série no âmbito da Oferta. Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 2ª Série. Sobretaxa Sênior: 1,60% a.a. (um inteiro e sessenta centésimos por cento ao ano). Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores da 2ª Série serã…","a 2ª Série até a data de resgate das Cotas Seniores, nos termos do item 14 do Regulamento. A Meta de Remuneração será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Sênior. Meta de Amortização de Principal: Com relação a cada Data de Pagamento: (i) durante o Período de Carência: 0%…",evento de cota,942812_assembleia_assembleia_942812_2025-06-30.pdf · ID 942812 · 30/06/2025 09:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,COTAS SENIORES DA 2ª (SEGUNDA) SÉRIE E,Sênior,30/06/2025,Não identificada na extração offline,,,"R$ 45.000.000,00",,"TE DA CVM, GARANTIA DE VERACIDADE DAS INFORMAÇÕES PRESTADAS OU JULGAMENTO SOBRE A QUALIDADE DO FUNDO, BEM COMO SOBRE AS COTAS A SEREM DISTRIBUÍDAS. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER , DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUALQ…","TE DA CVM, GARANTIA DE VERACIDADE DAS INFORMAÇÕES PRESTADAS OU JULGAMENTO SOBRE A QUALIDADE DO FUNDO, BEM COMO SOBRE AS COTAS A SEREM DISTRIBUÍDAS. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER , DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUALQ…","ogação, revogação ou modificação da Oferta, o cronograma poderá ser alterado. Quaisquer comunicados ou anúncios relativos à Of erta serão disponibilizados na rede mundial de computadores da Administradora, d o Gestor, do Coordenador Líder, da CVM e da B3, nos termos previstos no artigo 13 da Resolução CVM 160.Considera o prazo máximo de 180 (cento e oitenta) dias, contados da presente data, para subscrição ou aquisi…",emissão,938046_emissao_emissao_938046_2025-06-30.pdf · ID 938046 · 30/06/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,COTAS SENIORES DA 2ª (SEGUNDA) SÉRIE E DE,Sênior,18/08/2025,Não identificada na extração offline,,,"R$ 45.000.000,00",,"DA PRESENTE OFERTA NÃO IMPLICA, POR PARTE DA CVM, GARANTIA DE VERACIDADE DAS INFORMAÇÕES PRESTADAS OU JULGAMENTO SOBRE A QUALIDADE DO FUNDO, BEM COMO SOBRE AS COTAS DISTRIBUÍDAS. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUALQ…","DA PRESENTE OFERTA NÃO IMPLICA, POR PARTE DA CVM, GARANTIA DE VERACIDADE DAS INFORMAÇÕES PRESTADAS OU JULGAMENTO SOBRE A QUALIDADE DO FUNDO, BEM COMO SOBRE AS COTAS DISTRIBUÍDAS. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUALQ…",,emissão,974385_emissao_emissao_974385_2025-08-18.pdf · ID 974385 · 18/08/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Cotas Seniores e as Cotas Subordinadas,Sênior,26/03/2026,Não identificada na extração offline,,,"R$1.000.000,00",,"issão de Cotas Seniores e Cotas Subordinadas Mezanino, bem como suas consolidações por Cotas Seniores e por Cotas Subordinadas Mezanino: (1) Valor Principal de Referência Anterior; (2) Valor Unitário de Referência Corrigido Antes da Amortização; (3) Metas de Amortização de Principal; (4) Limites Superiores de Remuneração; (5) Metas de Amortização; (6) Parâmetros de Ponderação de Risco; (7) Excesso de Retorno Mínimo…","issão de Cotas Seniores e Cotas Subordinadas Mezanino, bem como suas consolidações por Cotas Seniores e por Cotas Subordinadas Mezanino: (1) Valor Principal de Referência Anterior; (2) Valor Unitário de Referência Corrigido Antes da Amortização; (3) Metas de Amortização de Principal; (4) Limites Superiores de Remuneração; (5) Metas de Amortização; (6) Parâmetros de Ponderação de Risco; (7) Excesso de Retorno Mínimo…","nto; (iv) monitorar, nos termos previstos neste Regulamento, os patamares exigidos com relação aos parâmetros abaixo, com base em relatórios previamente acordados com o Custodiante e com a Gestora, conforme aplicável: (a) Índices de Subordinação; (b) Alocação Mínima; (c) Reserva de Liquidez; (d) Reserva de Amortização; e (e) Reserva de Despesas e Encargos; (v) no caso de liquidação judicial ou extrajudicial, dissolu…",evento de cota,1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,3ª Série,,27/03/2026 14:00,Não identificada na extração offline,,,"R$111.000.000,00",,"o de Bookbuilding (conforme definido a seguir) (“ Sobretaxa Sênior”). Será adotado o procedimento de coleta de intenções de investimento, a ser conduzido pelo Coordenador Líder nos termos dos artigos 61 e 62 da Resolução CVM 160, para fixar a taxa final da Sobretaxa Sênior (“Procedimento de Bookbuilding”). Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores da 3ª Série s…","o de Bookbuilding (conforme definido a seguir) (“ Sobretaxa Sênior”). Será adotado o procedimento de coleta de intenções de investimento, a ser conduzido pelo Coordenador Líder nos termos dos artigos 61 e 62 da Resolução CVM 160, para fixar a taxa final da Sobretaxa Sênior (“Procedimento de Bookbuilding”). Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores da 3ª Série s…","a 3ª Série até a data de resgate das Cotas Seniores, nos termos do item 14 do Regulamento. A Meta de Remuneração será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Sênior. Meta de Amortização de Principal: Com relação a cada Data de Pagamento: (i) durante o Período de Carência : 0%…",evento de cota,1147089_assembleia_assembleia_1147089_2026-03-27.pdf · ID 1147089 · 27/03/2026 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,3ª Série,,06/04/2026 14:00,Não identificada na extração offline,,,"R$111.000.000,00",,"Não será admitida a distribuição parcial das Cotas Seniores da 3ª Série no âmbito da Oferta. Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 3ª Série. Sobretaxa Sênior: 1,50% a.a. (um inteiro e cinquenta centésimos por cento ao ano) (“Sobretaxa Sênior”). Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores da 3ª Série serão…","Não será admitida a distribuição parcial das Cotas Seniores da 3ª Série no âmbito da Oferta. Data de Resgate: 60 (sessenta) meses a contar da 1ª Data de Integralização de Cotas Seniores da 3ª Série. Sobretaxa Sênior: 1,50% a.a. (um inteiro e cinquenta centésimos por cento ao ano) (“Sobretaxa Sênior”). Meta de Remuneração: Taxa DI, acrescida de Sobretaxa Sênior, da seguinte forma: As Cotas Seniores da 3ª Série serão…","a 3ª Série até a data de resgate das Cotas Seniores, nos termos do item 14 do Regulamento. A Meta de Remuneração será determinada através da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida de Sobretaxa Sênior. Meta de Amortização de Principal: Com relação a cada Data de Pagamento: (i) durante o Período de Carência : 0%…",evento de cota,1158589_assembleia_assembleia_1158589_2026-04-06.pdf · ID 1158589 · 06/04/2026 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,3ª Série,,08/04/2026,Não identificada na extração offline,,,"R$120.000.000,00",,"CUJO IMPLEMENTO NÃO DEPENDA DE ATUAÇÃO DIRETA OU INDIRETA DAS OFERTANTES OU DE PESSOAS A ELA VINCULADAS, NOS TERMOS DO ARTIGO 58 DA RESOLUÇÃO CVM 160. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER, DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUA…","CUJO IMPLEMENTO NÃO DEPENDA DE ATUAÇÃO DIRETA OU INDIRETA DAS OFERTANTES OU DE PESSOAS A ELA VINCULADAS, NOS TERMOS DO ARTIGO 58 DA RESOLUÇÃO CVM 160. A OFERTA NÃO CONTA COM GARANTIA DO COORDENADOR LÍDER, DA ADMINISTRADORA, DO GESTOR OU DE QUALQUER MECANISMO DE SEGURO, OU DO FUNDO GARANTIDOR DE CRÉDITOS - FGC. QUALQUER RENTABILIDADE PREVISTA NOS DOCUMENTOS DA OFERTA NÃO REPRESENTA E NEM DEVERÁ SER CONSIDERADA, A QUA…","o naquilo em que forem afetados pelos fatos aqui comunicados. O Coordenador Líder esclarece que, até a data de divulgação deste Comunicado ao Mercado, não foram recebidas quaisquer intenções e/ou ordens de investimento nas Cotas. Desta forma, nos termos do artigo 69 da Resolução CVM 160, não será aplicável a concessão de prazo para desistência aos Investidores Profissionais, inclusive aqueles considerados Pessoas Vi…",emissão,1170453_emissao_emissao_1170453_2026-04-08.pdf · ID 1170453 · 08/04/2026,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
