Fundo,CNPJ,Data,Classe/Série,Evento,Volume,Remuneração,Amortização/Vencimento,Fonte
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,Cotas Seniores,evento de cota,,50 CAPÍTULO VII - NEGOCIAÇÃO DAS COTAS ................................................................................... 56 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ...... 56 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ............................................ 58 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO ......................................... 62 CAPÍTULO XI -…,"........................................................................................................ 43 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ......................................................................................................... 45 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS .....................................…",1117954_regulamento_regulamento_1117954_2026-02-19.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,Cotas Seniores e,evento de cota,,"as letras do alfabeto, iniciando -se pela letra “A” e assim por seguinte, sempre observando -se a Subordinação entre Cotas Subordinadas Mezanino . A Subclasse de Cotas Subordinadas Júnior será de Subclasse única. 1.6.1. As características e os direitos, assim como as condições de emissão, subscrição, integralização, remuneração, amortização e resgate das Cotas são descritos nos Capítulos V a VII deste Anexo e em seu…","o e/ou da Classe A. Não obstante, as Cotas Seniores e as Cotas Subordinadas Mezanino serão objeto de amortizações durante o prazo de vigência do Fundo, nos termos deste Regulamento e do respectivo Apêndice. 1.3.1. Fica esclarecido que, para fins deste Regulamento, o termo ""resgate"", quando aqui utilizado, refere-se à amortização integral com o consequente cancelamento das Cotas, tendo em vista que se trata de classe…",1117956_assembleia_assembleia_1117956_2026-02-19.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES DA 2ª (SEGUNDA) SÉRIE,emissão,"R$5.500.000.000,00",,,1124808_emissao_emissao_1124808_2026-02-27.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES DA 2ª (SEGUNDA) SÉRIE,emissão,"R$5.500.000.000,00",,,1127089_emissao_emissao_1127089_2026-03-03.pdf
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,,COTAS SENIORES DA 2ª (SEGUNDA) SÉRIE,emissão,"R$1.000,00",,,1166893_emissao_emissao_1166893_2026-04-20.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,Cotas Seniores”),evento de cota,"R$ 1.000,00","tegralização até sua amortização integral, nos termos do Capítulo 11 do Regulamento. A Meta de Rentabilidade será determinada por meio da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida da Sobretaxa Sênior. Pagamento da Remuneração Sênior: Toda Data de Pagamento. Amortização do Principal Sênior: A parcela do valor de p…","ital a serem realizadas pela Administradora, conforme orientação da Gestora, na forma prevista no boletim de subscrição. Data de Resgate: Data de Referência do 102º (centésimo segundo) mês após a 1ª Data de Integralização. Datas de Pagamento: Toda Data de Referência, observado o Período de Carência aplicável para Amortização do Principal Sênior , a contar do 1º (primeiro) mês após a 1ª Data de Integralização, até a…",987462_assembleia_assembleia_987462_2025-09-05.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,,evento de cota,,7 – CONDIÇÕES DE AQUISIÇÃO E CRITÉRIOS DE ELEGIBILIDADE ....................... 38 CAPÍTULO 8 – DAS COTAS ................................................................................................ 43 CAPÍTULO 9 – DOS PRESTADORES DE SERVIÇOS DA CLASSE .............................................. 48 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 55 CAPÍTULO 11 – V…,"SERVIÇOS DA CLASSE .............................................. 48 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 55 CAPÍTULO 11 – VALORAÇÃO DAS COTAS ............................................................................. 58 CAPÍTULO 12 – PAGAMENTO DE REMUNERAÇÃO, AMORTIZAÇÃO E RESGATE DE COTAS ........ 60 CAPÍTULO 13 – ORDEM DE ALOCAÇÃO DOS RECURSOS ..........…",987463_regulamento_regulamento_987463_2025-09-05.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,Cotas Seniores e das Cotas Subordinadas Mezanino da 1ª (primeira,emissão,"R$2.850.000.000,00",,,987469_emissao_emissao_987469_2025-09-09.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,Cotas Seniores e das Cotas Subordinadas Mezanino da 1ª (Primeira,emissão,"R$ 2.850.000.000,00",,,992652_emissao_emissao_992652_2025-09-15.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,COTAS JUNIORES DA,evento de cota,R$150.000.000,"tegralização até sua amortização integral, nos termos do CAPÍTULO 11 do Regulamento. A Meta de Rentabilidade será determinada por meio da apropriação diária, sob forma de capitalização composta, com base em um ano de 252 (duzentos e cinquenta e dois) Dias Úteis, da Taxa DI, acrescida da Sobretaxa Sênior. Pagamento da Remuneração Sênior: Toda Data de Pagamento. Amortização do Principal Sênior: A parcela do valor de p…","sentad a nos termos do seu estatuto social (“Gestora” e quando em conjunto com a Administradora, “Prestadores de Serviços Essenciais”), RESOLVEM: (a) alterar o Regulamento do Fundo para contemplar, dentre outras: (a) alteração do Período de Investimento, (b) inclusão d a previsão de Índice de Subordinação Mezanino – Amortização; (c) alteração d o prazo de duração das Cotas Seniores e das Cotas Subordinadas Mezanino;…",992656_regulamento_regulamento_992656_2025-09-15.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,Cotas Seniores”),evento de cota,"R$ 1.000,00",,,993682_assembleia_assembleia_993682_2025-09-17.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,,evento de cota,,7 – CONDIÇÕES DE AQUISIÇÃO E CRITÉRIOS DE ELEGIBILIDADE ....................... 30 CAPÍTULO 8 – DAS COTAS ................................................................................................ 35 CAPÍTULO 9 – DOS PRESTADORES DE SERVIÇOS DA CLASSE .............................................. 41 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 47 CAPÍTULO 11 – V…,"SERVIÇOS DA CLASSE .............................................. 41 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 47 CAPÍTULO 11 – VALORAÇÃO DAS COTAS ............................................................................. 50 CAPÍTULO 12 – PAGAMENTO DE REMUNERAÇÃO, AMORTIZAÇÃO E RESGATE DE COTAS ........ 52 CAPÍTULO 13 – ORDEM DE ALOCAÇÃO DOS RECURSOS ..........…",995150_regulamento_regulamento_995150_2025-09-18.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,,evento de cota,,7 – CONDIÇÕES DE AQUISIÇÃO E CRITÉRIOS DE ELEGIBILIDADE ....................... 28 CAPÍTULO 8 – DAS COTAS ................................................................................................ 33 CAPÍTULO 9 – DOS PRESTADORES DE SERVIÇOS DA CLASSE .............................................. 39 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 46 CAPÍTULO 11 – V…,"SERVIÇOS DA CLASSE .............................................. 39 CAPÍTULO 10 – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ....................................... 46 CAPÍTULO 11 – VALORAÇÃO DAS COTAS ............................................................................. 48 CAPÍTULO 12 – PAGAMENTO DE REMUNERAÇÃO, AMORTIZAÇÃO E RESGATE DE COTAS ........ 50 CAPÍTULO 13 – ORDEM DE ALOCAÇÃO DOS RECURSOS ..........…",1002580_regulamento_regulamento_1002580_2025-09-29.pdf
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,,COTAS SENIORES E DAS COTAS SUBORDINADAS MEZANINO DA 1ª (PRIMEIRA,emissão,"R$ 2.850.000.000,00",,,1126575_emissao_emissao_1126575_2026-02-27.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,"e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 1 8.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividades do Ad…","egulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas; (x) monitorar, na esfera de sua competência, as hipóteses de liquidação ante…",995528_regulamento_regulamento_995528_2025-09-09.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$ 350.000.000,00",,,1005989_regulamento_regulamento_1005989_2025-10-01.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,"de hora e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 18.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividade…","na regulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas; (x) monitorar, na esfera de sua competência, as hipóteses de liquidação…",1005991_regulamento_regulamento_1005991_2025-10-01.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,,"ações fiscais decorrentes dos fatos geradores ocorridos a partir do 1º (primeiro) dia útil subsequente à Data de Transferência, inclusive, caberão à Nova Administradora. 4 Corporativo | Interno 6.2.7. A Administradora se responsabiliza perante a Nova Administradora, ainda, pelo que segue: A. Encaminhar, no prazo de até 1 (um) dia útil antes da Data de Transferência, via digital formalizada da presente Ata; B. Efetua…",1007124_assembleia_assembleia_1007124_2025-10-02.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,"e local para que seja feita a entrega dos ativos, ou (ii) não tenha sido eleito um administrador para o condomínio, nos termos 32 solicitados pelo Administrador na notificação referida no item 1 8.4.1, o Administrador poderá promover a consignação dos ativos, na forma do Artigo 334 do Código Civil Brasileiro. 19. REMUNERAÇÃO E ENCARGOS DO FUNDO 19.1. Pela administração do Fundo, nela compreendida as atividades do Ad…","egulamentação aplicável; (vii) elaborar e divulgar as informações periódicas e eventuais do Fundo; (viii) manter atualizada junto à CVM a lista de todos os prestadores de serviços contratados pelo FUNDO, inclusive os prestadores de serviços essenciais, bem como as demais informações cadastrais do Fundo; (ix) efetuar a amortização das Cotas; (x) monitorar, na esfera de sua competência, as hipóteses de liquidação ante…",1018871_regulamento_regulamento_1018871_2025-10-06.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$ 1.000,00","ário: R$1.000,00 (mil reais) na Data de Contagem (conforme definida abaixo). Data de Amortização Final (vencimento): Data de Pagamento correspondente a 09 de novembro de 2028. Data de Contagem 17 de novembro de 2025. Sobretaxa Sênior: 0,515% (zero vírgula quinhentos e quinze por cento) ao ano. Meta de Remuneração: as Cotas Seniores serão valoradas diariamente, a partir da Data de Contagem até a Data de Amortização F…","órios e Outras Avenças”, a ser celebrado entre o Fundo, a SumUp e o Gestor, com a interveniência anuência da Administradora (“Contrato de Cessão”); VIII. a definição da data-base para fins de início da incorporação do Benchmark ao valor das cotas da Subclasse Sênior e das cotas Subclasse Subordinada Júnior; e IX. a amortização extraordinária das cotas Subclasse Subordinada Júnior. DELIBERAÇÕES: analisadas as matéria…",1037252_regulamento_regulamento_1037252_2025-11-13.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$1.000.000,00",1) Valor Principal de Referência; 7 (2) Valor Principal de Referência Anterior; (3) Valor Unitário de Referência; (4) Valor Unitário de Referência Corrigido; (5) Valor Unitário de Referência Corrigido Antes da Amortização; (6) Meta de Amortização; (7) Meta de Amortização de Principal; e (8) Limite Superior de Remuneração; Para fins de apuração do Valor Unitário de Referência Corrigido Antes da Amortização e do respe…,"a do Fundo descrita no presente Regulamento. 2. DA FORMA DE CONSTITUIÇÃO E PÚBLICO -ALVO, DA CLASSE ÚNICA E DA RESPONSABILIDADE LIMITADA 2.1. O Fundo é constituído em uma única Classe de Cotas fechada, nos termos do artigo 5º do Anexo Normativo II à Resolução CVM nº 175, de modo que as Cotas somente serão objeto de amortização final ao término do prazo definido no respectivo Apêndice ou em caso de liquidação antecip…",1037253_regulamento_regulamento_1037253_2025-11-13.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$ 1.000,00","ário: R$1.000,00 (mil reais) na Data de Contagem (conforme definida abaixo). Data de Amortização Final (vencimento): Data de Pagamento correspondente a 09 de novembro de 2028. Data de Contagem 17 de novembro de 2025. Sobretaxa Sênior: 0,515% (zero vírgula quinhentos e quinze por cento) ao ano. Meta de Remuneração: as Cotas Seniores serão valoradas diariamente, a partir da Data de Contagem até a Data de Amortização F…","órios e Outras Avenças”, a ser celebrado entre o Fundo, a SumUp e o Gestor, com a interveniência anuência da Administradora (“Contrato de Cessão”); VIII. a definição da data-base para fins de início da incorporação do Benchmark ao valor das cotas da Subclasse Sênior e das cotas Subclasse Subordinada Júnior; e IX. a amortização extraordinária das cotas Subclasse Subordinada Júnior. DELIBERAÇÕES: analisadas as matéria…",1037266_assembleia_assembleia_1037266_2025-11-13.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$1.000.000,00",1) Valor Principal de Referência; 7 (2) Valor Principal de Referência Anterior; (3) Valor Unitário de Referência; (4) Valor Unitário de Referência Corrigido; (5) Valor Unitário de Referência Corrigido Antes da Amortização; (6) Meta de Amortização; (7) Meta de Amortização de Principal; e (8) Limite Superior de Remuneração; Para fins de apuração do Valor Unitário de Referência Corrigido Antes da Amortização e do respe…,"a do Fundo descrita no presente Regulamento. 2. DA FORMA DE CONSTITUIÇÃO E PÚBLICO -ALVO, DA CLASSE ÚNICA E DA RESPONSABILIDADE LIMITADA 2.1. O Fundo é constituído em uma única Classe de Cotas fechada, nos termos do artigo 5º do Anexo Normativo II à Resolução CVM nº 175, de modo que as Cotas somente serão objeto de amortização final ao término do prazo definido no respectivo Apêndice ou em caso de liquidação antecip…",1104099_regulamento_regulamento_1104099_2026-02-06.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,,"o aplicável à próxima Data de Pagamento, destinando-se tal reserva à distribuição aos Cotistas e devendo ser acumulada com antecedência mínima de: (i) 30 (trinta) dias em relação à próxima Data de Amortização Programada prevista no respectivo Suplemento; e (ii) 15 (quinze) dias em relação à próxima Data de Pagamento de Remuneração, conforme prevista no respectivo Suplemento, podendo ser composta por disponibilidades…",") (APROVAR/REPROVAR) A Demonstração contábil relativamente ao exercício social findo em 31 de dezembro de 2025. Aprovo Reprovo Abstenho-me 2) (APROVAR/REPROVAR) A alteração do item 22.2.1 do Regulamento do Fundo, de modo a ajustar e esclarecer a metodologia de constituição, acumulação e utilização da Reserva de Amortização, especialmente no regime de Amortização Pro Rata, bem como reforçar a inexistência da Reserva…",1140787_assembleia_assembleia_1140787_2026-03-30.pdf
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,,,evento de cota,"R$1.000.000,00","O 6 4. Erro! Indicador não definido.DOS PRESTADORES DE SERVIÇOS ESSENCIAIS 6 5. Erro! Indicador não definido. DA RESPONSABILIDADE DOS PRESTADORES DE SERVIÇOS 17 6. Erro! Indicador não definido.DO CUSTODIANTE 17 7. Erro! Indicador não definido.DO AGENTE DE COBRANÇA EXTRAORDINÁRIA 18 8. Erro! Indicador não definido. DA REMUNERAÇÃO DOS PRESTADORES DE SERVIÇOS ESSENCIAIS, DO CUSTODIANTE E DOS DEMAIS PRESTADORES DE SERVI…","não definido.DOS FATORES DE RISCO 21 11. Erro! Indicador não definido. DA POLÍTICA DE INVESTIMENTO, COMPOSIÇÃO E DIVERSIFICAÇÃO DA CARTEIRA 45 12. Erro! Indicador não definido.DAS COTAS DO FUNDO 50 13. Erro! Indicador não definido.DA VALORAÇÃO DAS COTAS 55 14. Erro! Indicador não definido.DO PAGAMENTO DE REMUNERAÇÃO E AMORTIZAÇÃO DE COTAS 56 15. Erro! Indicador não definido.DA ORDEM DE ALOCAÇÃO DOS RECURSOS 58 16. E…",1140788_assembleia_assembleia_1140788_2026-03-30.pdf
